Running 1m test @ http://erik-pc.local:8080/greeting/Bob
  4 threads and 100 connections
  Thread calibration: mean lat.: 93.838ms, rate sampling interval: 397ms
  Thread calibration: mean lat.: 61.877ms, rate sampling interval: 237ms
  Thread calibration: mean lat.: 55.676ms, rate sampling interval: 207ms
  Thread calibration: mean lat.: 69.356ms, rate sampling interval: 267ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   184.13ms  166.61ms 990.21ms   78.30%
    Req/Sec     8.96k     1.17k   12.51k    68.46%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%  123.52ms
 75.000%  276.48ms
 90.000%  439.55ms
 99.000%  674.82ms
 99.900%  842.24ms
 99.990%  949.76ms
 99.999%  983.55ms
100.000%  990.72ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.245     0.000000            1         1.00
      28.639     0.100000       178653         1.11
      46.783     0.200000       357392         1.25
      62.079     0.300000       535879         1.43
      84.671     0.400000       714781         1.67
     123.519     0.500000       893235         2.00
     148.095     0.550000       982684         2.22
     176.255     0.600000      1071898         2.50
     207.231     0.650000      1161322         2.86
     240.895     0.700000      1250623         3.33
     276.479     0.750000      1339966         4.00
     295.679     0.775000      1384385         4.44
     317.183     0.800000      1429245         5.00
     340.991     0.825000      1473669         5.71
     368.895     0.850000      1518542         6.67
     401.663     0.875000      1563136         8.00
     419.839     0.887500      1585384         8.89
     439.551     0.900000      1607775        10.00
     461.055     0.912500      1630164        11.43
     483.327     0.925000      1652279        13.33
     507.391     0.937500      1674690        16.00
     520.191     0.943750      1685891        17.78
     533.503     0.950000      1697006        20.00
     547.839     0.956250      1708275        22.86
     563.199     0.962500      1719506        26.67
     580.095     0.968750      1730609        32.00
     589.823     0.971875      1736197        35.56
     600.063     0.975000      1741827        40.00
     610.815     0.978125      1747299        45.71
     623.103     0.981250      1752797        53.33
     637.439     0.984375      1758333        64.00
     646.143     0.985938      1761250        71.11
     655.359     0.987500      1763916        80.00
     667.135     0.989062      1766719        91.43
     680.447     0.990625      1769572       106.67
     695.295     0.992188      1772342       128.00
     703.487     0.992969      1773733       142.22
     712.703     0.993750      1775126       160.00
     722.431     0.994531      1776500       182.86
     733.695     0.995313      1777873       213.33
     746.495     0.996094      1779279       256.00
     753.663     0.996484      1779990       284.44
     761.343     0.996875      1780669       320.00
     770.047     0.997266      1781369       365.71
     780.287     0.997656      1782063       426.67
     793.087     0.998047      1782765       512.00
     800.767     0.998242      1783112       568.89
     809.471     0.998437      1783457       640.00
     820.735     0.998633      1783807       731.43
     832.511     0.998828      1784159       853.33
     843.775     0.999023      1784517      1024.00
     849.407     0.999121      1784688      1137.78
     855.039     0.999219      1784849      1280.00
     861.183     0.999316      1785024      1462.86
     867.839     0.999414      1785204      1706.67
     875.007     0.999512      1785381      2048.00
     879.103     0.999561      1785469      2275.56
     883.711     0.999609      1785552      2560.00
     889.343     0.999658      1785638      2925.71
     899.071     0.999707      1785720      3413.33
     911.871     0.999756      1785810      4096.00
     920.063     0.999780      1785853      4551.11
     926.719     0.999805      1785896      5120.00
     932.863     0.999829      1785941      5851.43
     939.007     0.999854      1785983      6826.67
     945.151     0.999878      1786028      8192.00
     947.711     0.999890      1786048      9102.22
     950.783     0.999902      1786072     10240.00
     953.855     0.999915      1786093     11702.86
     956.927     0.999927      1786113     13653.33
     960.511     0.999939      1786134     16384.00
     962.559     0.999945      1786147     18204.44
     964.607     0.999951      1786160     20480.00
     966.655     0.999957      1786168     23405.71
     969.727     0.999963      1786179     27306.67
     973.311     0.999969      1786190     32768.00
     974.847     0.999973      1786194     36408.89
     976.895     0.999976      1786201     40960.00
     977.919     0.999979      1786205     46811.43
     979.455     0.999982      1786211     54613.33
     980.991     0.999985      1786216     65536.00
     982.015     0.999986      1786221     72817.78
     983.039     0.999988      1786224     81920.00
     983.039     0.999989      1786224     93622.86
     984.575     0.999991      1786228    109226.67
     985.599     0.999992      1786231    131072.00
     985.599     0.999993      1786231    145635.56
     986.111     0.999994      1786234    163840.00
     986.111     0.999995      1786234    187245.71
     987.135     0.999995      1786236    218453.33
     987.647     0.999996      1786237    262144.00
     987.647     0.999997      1786237    291271.11
     988.671     0.999997      1786239    327680.00
     988.671     0.999997      1786239    374491.43
     988.671     0.999998      1786239    436906.67
     989.183     0.999998      1786240    524288.00
     989.183     0.999998      1786240    582542.22
     990.207     0.999998      1786242    655360.00
     990.207     0.999999      1786242    748982.86
     990.207     0.999999      1786242    873813.33
     990.207     0.999999      1786242   1048576.00
     990.207     0.999999      1786242   1165084.44
     990.207     0.999999      1786242   1310720.00
     990.207     0.999999      1786242   1497965.71
     990.207     0.999999      1786242   1747626.67
     990.719     1.000000      1786243   2097152.00
     990.719     1.000000      1786243          inf
#[Mean    =      184.130, StdDeviation   =      166.608]
#[Max     =      990.208, Total count    =      1786243]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  2144786 requests in 1.00m, 177.95MB read
Requests/sec:  35732.05
Transfer/sec:      2.96MB
