Running 1m test @ http://erik-pc.local:8080/greeting/Bob
  4 threads and 100 connections
  Thread calibration: mean lat.: 87.841ms, rate sampling interval: 305ms
  Thread calibration: mean lat.: 57.866ms, rate sampling interval: 207ms
  Thread calibration: mean lat.: 143.788ms, rate sampling interval: 480ms
  Thread calibration: mean lat.: 135.074ms, rate sampling interval: 526ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency   119.30ms  109.43ms 643.58ms   84.24%
    Req/Sec    17.02k     1.15k   21.37k    74.88%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   82.62ms
 75.000%  157.44ms
 90.000%  259.71ms
 99.000%  532.99ms
 99.900%  589.82ms
 99.990%  618.49ms
 99.999%  633.85ms
100.000%  644.09ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.174     0.000000            1         1.00
      24.719     0.100000       339228         1.11
      39.647     0.200000       678943         1.25
      52.031     0.300000      1017838         1.43
      63.647     0.400000      1356831         1.67
      82.623     0.500000      1695833         2.00
      94.655     0.550000      1865521         2.22
     108.415     0.600000      2035089         2.50
     123.455     0.650000      2204710         2.86
     139.519     0.700000      2374879         3.33
     157.439     0.750000      2544465         4.00
     167.679     0.775000      2628314         4.44
     179.711     0.800000      2713769         5.00
     193.535     0.825000      2798035         5.71
     210.047     0.850000      2883121         6.67
     230.911     0.875000      2967542         8.00
     244.095     0.887500      3009782         8.89
     259.711     0.900000      3052247        10.00
     277.503     0.912500      3095100        11.43
     296.447     0.925000      3137121        13.33
     318.975     0.937500      3179605        16.00
     332.799     0.943750      3200780        17.78
     349.439     0.950000      3221779        20.00
     371.711     0.956250      3242990        22.86
     399.871     0.962500      3264171        26.67
     431.359     0.968750      3285435        32.00
     447.999     0.971875      3295936        35.56
     464.127     0.975000      3306569        40.00
     479.999     0.978125      3317205        45.71
     494.591     0.981250      3327726        53.33
     508.671     0.984375      3338475        64.00
     515.327     0.985938      3343680        71.11
     522.239     0.987500      3349080        80.00
     528.895     0.989062      3354425        91.43
     535.551     0.990625      3359783       106.67
     542.207     0.992188      3364880       128.00
     545.791     0.992969      3367455       142.22
     549.887     0.993750      3370213       160.00
     553.983     0.994531      3372894       182.86
     558.079     0.995313      3375442       213.33
     562.687     0.996094      3378132       256.00
     565.247     0.996484      3379475       284.44
     567.807     0.996875      3380719       320.00
     570.879     0.997266      3382080       365.71
     574.463     0.997656      3383514       426.67
     578.047     0.998047      3384801       512.00
     580.095     0.998242      3385440       568.89
     582.143     0.998437      3386041       640.00
     584.703     0.998633      3386760       731.43
     587.263     0.998828      3387391       853.33
     590.335     0.999023      3388054      1024.00
     591.871     0.999121      3388355      1137.78
     593.919     0.999219      3388724      1280.00
     595.455     0.999316      3389004      1462.86
     598.015     0.999414      3389378      1706.67
     600.575     0.999512      3389689      2048.00
     601.599     0.999561      3389811      2275.56
     603.647     0.999609      3390011      2560.00
     605.183     0.999658      3390154      2925.71
     607.231     0.999707      3390319      3413.33
     609.279     0.999756      3390471      4096.00
     610.815     0.999780      3390558      4551.11
     611.839     0.999805      3390633      5120.00
     613.375     0.999829      3390723      5851.43
     614.911     0.999854      3390803      6826.67
     616.959     0.999878      3390902      8192.00
     617.471     0.999890      3390924      9102.22
     619.007     0.999902      3390976     10240.00
     620.031     0.999915      3391016     11702.86
     621.055     0.999927      3391053     13653.33
     622.591     0.999939      3391102     16384.00
     623.103     0.999945      3391112     18204.44
     624.127     0.999951      3391136     20480.00
     625.151     0.999957      3391162     23405.71
     625.663     0.999963      3391171     27306.67
     627.199     0.999969      3391194     32768.00
     628.223     0.999973      3391206     36408.89
     628.735     0.999976      3391217     40960.00
     629.759     0.999979      3391229     46811.43
     630.271     0.999982      3391233     54613.33
     631.807     0.999985      3391247     65536.00
     632.319     0.999986      3391249     72817.78
     632.831     0.999988      3391254     81920.00
     633.855     0.999989      3391261     93622.86
     634.367     0.999991      3391265    109226.67
     634.879     0.999992      3391271    131072.00
     635.391     0.999993      3391273    145635.56
     635.903     0.999994      3391276    163840.00
     636.415     0.999995      3391279    187245.71
     636.927     0.999995      3391280    218453.33
     637.951     0.999996      3391283    262144.00
     638.463     0.999997      3391284    291271.11
     638.975     0.999997      3391285    327680.00
     639.487     0.999997      3391287    374491.43
     639.999     0.999998      3391288    436906.67
     640.511     0.999998      3391289    524288.00
     641.535     0.999998      3391291    582542.22
     641.535     0.999998      3391291    655360.00
     641.535     0.999999      3391291    748982.86
     642.559     0.999999      3391292    873813.33
     642.559     0.999999      3391292   1048576.00
     643.071     0.999999      3391293   1165084.44
     643.071     0.999999      3391293   1310720.00
     643.071     0.999999      3391293   1497965.71
     643.583     0.999999      3391294   1747626.67
     643.583     1.000000      3391294   2097152.00
     643.583     1.000000      3391294   2330168.89
     643.583     1.000000      3391294   2621440.00
     643.583     1.000000      3391294   2995931.43
     644.095     1.000000      3391295   3495253.33
     644.095     1.000000      3391295          inf
#[Mean    =      119.296, StdDeviation   =      109.432]
#[Max     =      643.584, Total count    =      3391295]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  4063931 requests in 1.00m, 337.18MB read
Requests/sec:  67679.84
Transfer/sec:      5.62MB
