Running 1m test @ http://erik-pc.local:8080/greeting/Bob
  4 threads and 100 connections
  Thread calibration: mean lat.: 34.523ms, rate sampling interval: 122ms
  Thread calibration: mean lat.: 36.563ms, rate sampling interval: 133ms
  Thread calibration: mean lat.: 38.176ms, rate sampling interval: 144ms
  Thread calibration: mean lat.: 35.754ms, rate sampling interval: 127ms
  Thread Stats   Avg      Stdev     Max   +/- Stdev
    Latency    37.63ms   25.29ms 263.94ms   70.88%
    Req/Sec     8.53k     1.99k   14.45k    62.11%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   36.77ms
 75.000%   52.86ms
 90.000%   65.15ms
 99.000%  116.67ms
 99.900%  168.96ms
 99.990%  216.70ms
 99.999%  243.20ms
100.000%  264.19ms

  Detailed Percentile spectrum:
       Value   Percentile   TotalCount 1/(1-Percentile)

       0.195     0.000000            1         1.00
       4.963     0.100000       169484         1.11
      14.415     0.200000       339064         1.25
      22.399     0.300000       508535         1.43
      29.775     0.400000       677946         1.67
      36.767     0.500000       847542         2.00
      40.159     0.550000       932561         2.22
      43.487     0.600000      1017321         2.50
      46.719     0.650000      1101862         2.86
      49.855     0.700000      1187007         3.33
      52.863     0.750000      1271432         4.00
      54.367     0.775000      1313608         4.44
      55.935     0.800000      1356269         5.00
      57.599     0.825000      1398658         5.71
      59.487     0.850000      1441216         6.67
      61.791     0.875000      1483092         8.00
      63.295     0.887500      1504553         8.89
      65.151     0.900000      1525615        10.00
      67.647     0.912500      1546935        11.43
      70.847     0.925000      1567861        13.33
      74.943     0.937500      1589080        16.00
      77.311     0.943750      1599534        17.78
      80.063     0.950000      1610173        20.00
      83.199     0.956250      1620755        22.86
      86.783     0.962500      1631398        26.67
      91.071     0.968750      1642023        32.00
      93.439     0.971875      1647183        35.56
      96.191     0.975000      1652584        40.00
      99.199     0.978125      1657822        45.71
     102.591     0.981250      1663080        53.33
     106.687     0.984375      1668358        64.00
     109.119     0.985938      1671039        71.11
     111.807     0.987500      1673684        80.00
     114.687     0.989062      1676303        91.43
     118.143     0.990625      1678992       106.67
     122.239     0.992188      1681596       128.00
     124.799     0.992969      1682951       142.22
     127.679     0.993750      1684244       160.00
     131.007     0.994531      1685569       182.86
     135.039     0.995313      1686932       213.33
     139.519     0.996094      1688226       256.00
     141.951     0.996484      1688903       284.44
     144.511     0.996875      1689551       320.00
     147.583     0.997266      1690214       365.71
     150.911     0.997656      1690870       426.67
     154.495     0.998047      1691533       512.00
     156.671     0.998242      1691863       568.89
     159.231     0.998437      1692200       640.00
     162.175     0.998633      1692528       731.43
     165.503     0.998828      1692854       853.33
     169.471     0.999023      1693187      1024.00
     171.775     0.999121      1693355      1137.78
     174.335     0.999219      1693516      1280.00
     177.791     0.999316      1693681      1462.86
     181.631     0.999414      1693843      1706.67
     185.727     0.999512      1694014      2048.00
     188.031     0.999561      1694092      2275.56
     190.463     0.999609      1694176      2560.00
     193.407     0.999658      1694261      2925.71
     196.863     0.999707      1694340      3413.33
     200.447     0.999756      1694425      4096.00
     202.239     0.999780      1694469      4551.11
     203.903     0.999805      1694507      5120.00
     206.335     0.999829      1694550      5851.43
     208.895     0.999854      1694588      6826.67
     212.863     0.999878      1694631      8192.00
     215.039     0.999890      1694651      9102.22
     217.215     0.999902      1694671     10240.00
     219.135     0.999915      1694692     11702.86
     221.311     0.999927      1694713     13653.33
     224.383     0.999939      1694737     16384.00
     225.535     0.999945      1694743     18204.44
     226.815     0.999951      1694754     20480.00
     228.607     0.999957      1694766     23405.71
     229.887     0.999963      1694774     27306.67
     231.551     0.999969      1694785     32768.00
     232.447     0.999973      1694790     36408.89
     233.599     0.999976      1694795     40960.00
     234.879     0.999979      1694800     46811.43
     236.415     0.999982      1694805     54613.33
     238.079     0.999985      1694811     65536.00
     239.487     0.999986      1694813     72817.78
     241.407     0.999988      1694816     81920.00
     241.791     0.999989      1694818     93622.86
     244.095     0.999991      1694821    109226.67
     246.399     0.999992      1694824    131072.00
     246.527     0.999993      1694825    145635.56
     248.063     0.999994      1694826    163840.00
     248.575     0.999995      1694827    187245.71
     251.007     0.999995      1694829    218453.33
     253.183     0.999996      1694830    262144.00
     255.359     0.999997      1694831    291271.11
     255.359     0.999997      1694831    327680.00
     257.535     0.999997      1694832    374491.43
     259.199     0.999998      1694833    436906.67
     259.199     0.999998      1694833    524288.00
     261.119     0.999998      1694834    582542.22
     261.119     0.999998      1694834    655360.00
     261.119     0.999999      1694834    748982.86
     262.655     0.999999      1694835    873813.33
     262.655     0.999999      1694835   1048576.00
     262.655     0.999999      1694835   1165084.44
     262.655     0.999999      1694835   1310720.00
     262.655     0.999999      1694835   1497965.71
     264.191     0.999999      1694836   1747626.67
     264.191     1.000000      1694836          inf
#[Mean    =       37.626, StdDeviation   =       25.285]
#[Max     =      263.936, Total count    =      1694836]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  2035691 requests in 1.00m, 168.90MB read
Requests/sec:  33922.10
Transfer/sec:      2.81MB
